"db" "query" "genus" "order" "family" "class" "phylum" "Organism"
"ncbi" "Acinetobacter sp. Ver3" "Acinetobacter" "Pseudomonadales" "Moraxellaceae" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter sp. Ver3"
"ncbi" "Erwinia gerundensis" "Erwinia" "Enterobacterales" "Erwiniaceae" "Gammaproteobacteria" "Proteobacteria" "Erwinia gerundensis"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Novosphingobium lindaniclasticum LE124" "Novosphingobium" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Novosphingobium lindaniclasticum LE124"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Pseudomonas balearica" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas balearica"
"ncbi" "Ralstonia insidiosa" "Ralstonia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Ralstonia insidiosa"
"ncbi" "Ralstonia insidiosa" "Ralstonia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Ralstonia insidiosa"
"ncbi" "Alcanivorax sp. HI0007" "Alcanivorax" "Oceanospirillales" "Alcanivoracaceae" "Gammaproteobacteria" "Proteobacteria" "Alcanivorax sp. HI0007"
"ncbi" "Alcanivorax sp. HI0007" "Alcanivorax" "Oceanospirillales" "Alcanivoracaceae" "Gammaproteobacteria" "Proteobacteria" "Alcanivorax sp. HI0007"
"ncbi" "Burkholderia vietnamiensis" "Burkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Burkholderia vietnamiensis"
"ncbi" "Burkholderia vietnamiensis" "Burkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Burkholderia vietnamiensis"
"ncbi" "Delftia tsuruhatensis" "Delftia" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Delftia tsuruhatensis"
"ncbi" "Delftia tsuruhatensis" "Delftia" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Delftia tsuruhatensis"
"ncbi" "Brenneria goodwinii" "Brenneria" "Enterobacterales" "Pectobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Brenneria goodwinii"
"ncbi" "Brenneria goodwinii" "Brenneria" "Enterobacterales" "Pectobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Brenneria goodwinii"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Agrobacterium tumefaciens" "Agrobacterium" "Rhizobiales" "Rhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Agrobacterium tumefaciens"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Aeromonas hydrophila" "Aeromonas" "Aeromonadales" "Aeromonadaceae" "Gammaproteobacteria" "Proteobacteria" "Aeromonas hydrophila"
"ncbi" "Aeromonas hydrophila" "Aeromonas" "Aeromonadales" "Aeromonadaceae" "Gammaproteobacteria" "Proteobacteria" "Aeromonas hydrophila"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Cupriavidus sp. HPC(L)" NA NA NA NA NA "Cupriavidus sp. HPC(L)"
"ncbi" "Cupriavidus sp. HPC(L)" NA NA NA NA NA "Cupriavidus sp. HPC(L)"
"ncbi" "Acinetobacter pittii" "Acinetobacter" "Pseudomonadales" "Moraxellaceae" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter pittii"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Myxococcus xanthus DK 1622" "Myxococcus" "Myxococcales" "Myxococcaceae" "Deltaproteobacteria" "Proteobacteria" "Myxococcus xanthus DK 1622"
"ncbi" "Myxococcus xanthus DK 1622" "Myxococcus" "Myxococcales" "Myxococcaceae" "Deltaproteobacteria" "Proteobacteria" "Myxococcus xanthus DK 1622"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Myxococcus xanthus DK 1622" "Myxococcus" "Myxococcales" "Myxococcaceae" "Deltaproteobacteria" "Proteobacteria" "Myxococcus xanthus DK 1622"
"ncbi" "Myxococcus xanthus DK 1622" "Myxococcus" "Myxococcales" "Myxococcaceae" "Deltaproteobacteria" "Proteobacteria" "Myxococcus xanthus DK 1622"
"ncbi" "Sphingomonas parapaucimobilis NBRC 15100" "Sphingomonas" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas parapaucimobilis NBRC 15100"
"ncbi" "Xanthomonas arboricola pv. celebensis" "Xanthomonas" "Xanthomonadales" "Xanthomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas arboricola pv. celebensis"
"ncbi" "Xanthomonas arboricola pv. celebensis" "Xanthomonas" "Xanthomonadales" "Xanthomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas arboricola pv. celebensis"
"ncbi" "Xanthomonas arboricola" "Xanthomonas" "Xanthomonadales" "Xanthomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas arboricola"
"ncbi" "Novosphingobium sp. AAP1" "Novosphingobium" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Novosphingobium sp. AAP1"
"ncbi" "Rhizobacter sp. Root1221" "Rhizobacter" "Burkholderiales" NA "Betaproteobacteria" "Proteobacteria" "Rhizobacter sp. Root1221"
"ncbi" "Alcanivorax sp. HI0044" "Alcanivorax" "Oceanospirillales" "Alcanivoracaceae" "Gammaproteobacteria" "Proteobacteria" "Alcanivorax sp. HI0044"
"ncbi" "Cystobacter fuscus DSM 2262" "Cystobacter" "Myxococcales" "Archangiaceae" "Deltaproteobacteria" "Proteobacteria" "Cystobacter fuscus DSM 2262"
"ncbi" "Methylovorus sp. MP688" "Methylovorus" "Nitrosomonadales" "Methylophilaceae" "Betaproteobacteria" "Proteobacteria" "Methylovorus sp. MP688"
"ncbi" "Methylovorus sp. MP688" "Methylovorus" "Nitrosomonadales" "Methylophilaceae" "Betaproteobacteria" "Proteobacteria" "Methylovorus sp. MP688"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Caulobacter crescentus OR37" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter crescentus OR37"
"ncbi" "Caulobacter crescentus OR37" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter crescentus OR37"
"ncbi" "Massilia sp. NR 4-1" "Massilia" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Massilia sp. NR 4-1"
"ncbi" "Methylocella silvestris BL2" "Methylocella" "Rhizobiales" "Beijerinckiaceae" "Alphaproteobacteria" "Proteobacteria" "Methylocella silvestris BL2"
"ncbi" "Massilia sp. WG5" "Massilia" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Massilia sp. WG5"
"ncbi" "Acinetobacter sp. NRRL B-41902" "Acinetobacter" "Pseudomonadales" "Moraxellaceae" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter sp. NRRL B-41902"
"ncbi" "Acinetobacter sp. NRRL B-41902" "Acinetobacter" "Pseudomonadales" "Moraxellaceae" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter sp. NRRL B-41902"
"ncbi" "Buttiauxella brennerae ATCC 51605" "Buttiauxella" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Buttiauxella brennerae ATCC 51605"
"ncbi" "Buttiauxella brennerae ATCC 51605" "Buttiauxella" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Buttiauxella brennerae ATCC 51605"
"ncbi" "Herbaspirillum sp. TSA66" "Noviherbaspirillum" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. TSA66"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Kerstersia gyiorum" "Kerstersia" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Kerstersia gyiorum"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Candidatus Paraburkholderia calva" "Paraburkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Candidatus Paraburkholderia calva"
"ncbi" "Candidatus Paraburkholderia calva" "Paraburkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Candidatus Paraburkholderia calva"
"ncbi" "Aeromonas hydrophila SSU" "Aeromonas" "Aeromonadales" "Aeromonadaceae" "Gammaproteobacteria" "Proteobacteria" "Aeromonas hydrophila SSU"
"ncbi" "Aeromonas hydrophila SSU" "Aeromonas" "Aeromonadales" "Aeromonadaceae" "Gammaproteobacteria" "Proteobacteria" "Aeromonas hydrophila SSU"
"ncbi" "Arenimonas malthae CC-JY-1" "Arenimonas" "Xanthomonadales" "Xanthomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Arenimonas malthae CC-JY-1"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Pseudomonas syringae pv. antirrhini" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas syringae pv. antirrhini"
"ncbi" "Pseudomonas syringae pv. antirrhini" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas syringae pv. antirrhini"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Kerstersia gyiorum" "Kerstersia" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Kerstersia gyiorum"
"ncbi" "Kerstersia gyiorum" "Kerstersia" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Kerstersia gyiorum"
"ncbi" "Sphingomonas parapaucimobilis NBRC 15100" "Sphingomonas" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas parapaucimobilis NBRC 15100"
"ncbi" "Sphingomonas parapaucimobilis NBRC 15100" "Sphingomonas" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas parapaucimobilis NBRC 15100"
"ncbi" "Pseudomonas fluorescens" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas fluorescens"
"ncbi" "Sphingomonas sp. TDK1" "Sphingomonas" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. TDK1"
"ncbi" "Sphingomonas sp. TDK1" "Sphingomonas" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. TDK1"
"ncbi" "Candidatus Burkholderia kirkii UZHbot1" "Paraburkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Candidatus Burkholderia kirkii UZHbot1"
"ncbi" "Candidatus Burkholderia kirkii UZHbot1" "Paraburkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Candidatus Burkholderia kirkii UZHbot1"
"ncbi" "Kerstersia gyiorum" "Kerstersia" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Kerstersia gyiorum"
"ncbi" "Kerstersia gyiorum" "Kerstersia" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Kerstersia gyiorum"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Cupriavidus sp. HPC(L)" NA NA NA NA NA "Cupriavidus sp. HPC(L)"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Achromobacter sp. DMS1" "Achromobacter" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Achromobacter sp. DMS1"
"ncbi" "Achromobacter sp. DMS1" "Achromobacter" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Achromobacter sp. DMS1"
"ncbi" "Thioflavicoccus mobilis 8321" "Thioflavicoccus" "Chromatiales" "Chromatiaceae" "Gammaproteobacteria" "Proteobacteria" "Thioflavicoccus mobilis 8321"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Ralstonia pickettii DTP0602" "Ralstonia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Ralstonia pickettii DTP0602"
"ncbi" "Cystobacter fuscus DSM 2262" "Cystobacter" "Myxococcales" "Archangiaceae" "Deltaproteobacteria" "Proteobacteria" "Cystobacter fuscus DSM 2262"
"ncbi" "Aliivibrio sp. 1S128" "Aliivibrio" "Vibrionales" "Vibrionaceae" "Gammaproteobacteria" "Proteobacteria" "Aliivibrio sp. 1S128"
"ncbi" "Aliivibrio sp. 1S128" "Aliivibrio" "Vibrionales" "Vibrionaceae" "Gammaproteobacteria" "Proteobacteria" "Aliivibrio sp. 1S128"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Pseudomonas entomophila L48" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas entomophila L48"
"ncbi" "Burkholderia cenocepacia" "Burkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Burkholderia cenocepacia"
"ncbi" "Tatumella morbirosei" "Tatumella" "Enterobacterales" "Erwiniaceae" "Gammaproteobacteria" "Proteobacteria" "Tatumella morbirosei"
"ncbi" "Tatumella morbirosei" "Tatumella" "Enterobacterales" "Erwiniaceae" "Gammaproteobacteria" "Proteobacteria" "Tatumella morbirosei"
"ncbi" "Pseudomonas sp. GM17" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. GM17"
"ncbi" "Cronobacter turicensis z3032" "Cronobacter" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Cronobacter turicensis z3032"
"ncbi" "Cronobacter turicensis z3032" "Cronobacter" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Cronobacter turicensis z3032"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Sphingobium ummariense RL-3" "Sphingobium" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingobium ummariense RL-3"
"ncbi" "Sphingobium ummariense RL-3" "Sphingobium" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingobium ummariense RL-3"
"ncbi" "Sphingomonas sp. Leaf10" "Sphingomonas" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf10"
"ncbi" "Sphingomonas sp. Leaf10" "Sphingomonas" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf10"
"ncbi" "Sphingobium sp. C100" "Sphingobium" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. C100"
"ncbi" "Sphingobium sp. C100" "Sphingobium" "Sphingomonadales" "Sphingomonadaceae" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. C100"
"ncbi" "Sphaerotilus natans subsp. natans DSM 6575" "Sphaerotilus" "Burkholderiales" NA "Betaproteobacteria" "Proteobacteria" "Sphaerotilus natans subsp. natans DSM 6575"
"ncbi" "Sphaerotilus natans subsp. natans DSM 6575" "Sphaerotilus" "Burkholderiales" NA "Betaproteobacteria" "Proteobacteria" "Sphaerotilus natans subsp. natans DSM 6575"
"ncbi" "Morganella psychrotolerans" "Morganella" "Enterobacterales" "Morganellaceae" "Gammaproteobacteria" "Proteobacteria" "Morganella psychrotolerans"
"ncbi" "Bordetella bronchiseptica F-1" "Bordetella" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Bordetella bronchiseptica F-1"
"ncbi" "Bordetella bronchiseptica F-1" "Bordetella" "Burkholderiales" "Alcaligenaceae" "Betaproteobacteria" "Proteobacteria" "Bordetella bronchiseptica F-1"
"ncbi" "Caulobacter vibrioides" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter vibrioides"
"ncbi" "Caulobacter vibrioides" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter vibrioides"
"ncbi" "Burkholderia sp. ST111" "Burkholderia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. ST111"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Variovorax paradoxus" "Variovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Acinetobacter pittii" "Acinetobacter" "Pseudomonadales" "Moraxellaceae" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter pittii"
"ncbi" "Ralstonia mannitolilytica" "Ralstonia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Ralstonia mannitolilytica"
"ncbi" "Ralstonia mannitolilytica" "Ralstonia" "Burkholderiales" "Burkholderiaceae" "Betaproteobacteria" "Proteobacteria" "Ralstonia mannitolilytica"
"ncbi" "Herbaspirillum sp. TSA66" "Noviherbaspirillum" "Burkholderiales" "Oxalobacteraceae" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. TSA66"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Caulobacter sp. Root343" "Caulobacter" "Caulobacterales" "Caulobacteraceae" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root343"
"ncbi" "Xanthomonas campestris" "Xanthomonas" "Xanthomonadales" "Xanthomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas campestris"
"ncbi" "Xanthomonas campestris" "Xanthomonas" "Xanthomonadales" "Xanthomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas campestris"
