COGID	C01	C03	C04	C05	C06	C07	C10	C12	C14	C15	C16	C17	Func_name
COG0851	520	556	611	680	926	736	1700	1187	681	863	1112	214	Septum formation topological specificity factor MinE
COG0852	5612	6485	6323	6612	5376	5439	13182	7349	7653	5899	15576	5827	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)
COG0853	1063	816	785	841	716	780	1991	952	1413	1387	2784	795	Aspartate 1-decarboxylase
COG0854	1870	2953	2092	2686	2378	2232	1954	1523	1343	1761	5844	3068	Pyridoxine 5'-phosphate synthase PdxJ
COG0855	9351	14902	12749	14338	9950	10416	9441	4859	5270	5325	17698	15063	Polyphosphate kinase
COG0856	494	193	249	300	159	187	308	186	159	96	357	168	Orotate phosphoribosyltransferase homolog
COG0857	435	378	314	373	218	275	362	148	259	134	719	445	BioD-like N-terminal domain of phosphotransacetylase
COG0858	3463	4214	3658	3890	3292	3330	7139	4701	4455	3570	9756	2953	Ribosome-binding factor A
COG0859	14559	17292	13991	16827	15835	14353	27144	22034	20040	17849	37205	10991	ADP-heptose:LPS heptosyltransferase
COG0860	6025	7428	7614	7223	5445	6331	10441	7558	7309	5297	15343	6384	N-acetylmuramoyl-L-alanine amidase
COG0861	3421	4345	3796	3668	3499	3115	4877	4268	2885	3624	10193	6524	"Membrane protein TerC, possibly involved in tellurium resistance"
COG0863	11474	10764	9221	10556	8862	9263	23583	12864	17907	13902	23063	5337	DNA modification methylase
COG0864	2393	2807	2663	2912	2627	2273	7735	4739	5985	3718	6998	819	"Metal-responsive transcriptional regulator, contains CopG/Arc/MetJ DNA-binding domain"
COG1001	3106	2526	2640	2380	2543	2221	4857	1960	5280	2260	6035	3774	Adenine deaminase
COG1002	301	228	191	365	184	185	195	233	172	179	981	64	"Type II restriction/modification system, DNA methylase subunit YeeA"
COG1003	8792	11375	11295	11056	7992	8580	12826	6133	8255	6267	17485	12364	"Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain"
COG1004	12630	15315	16490	15743	10313	11791	15984	12738	11636	9092	26726	14139	UDP-glucose 6-dehydrogenase
COG1005	10199	12297	12532	12436	8888	9709	15860	9022	10347	7909	22220	12698	NADH:ubiquinone oxidoreductase subunit 1 (chain H)
COG1006	507	630	335	329	761	425	1349	505	1053	351	2039	161	"Multisubunit Na+/H+ antiporter, MnhC subunit"
COG1007	11241	12026	13020	12862	9264	10371	16017	9920	10767	8801	24082	12458	NADH:ubiquinone oxidoreductase subunit 2 (chain N)
COG1008	13949	16260	17203	17492	12178	13021	18591	12000	13485	9773	27526	17523	NADH:ubiquinone oxidoreductase subunit 4 (chain M)
COG1009	15500	18147	19739	19567	13199	15059	20996	11580	13212	11024	31555	20156	"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit"
COG1010	1547	1306	1043	1351	1170	933	3138	1548	1142	1119	2452	484	Precorrin-3B methylase
COG1011	14971	15305	14821	15253	13940	12853	24693	17040	18011	13031	36895	10748	"FMN phosphatase YigB, HAD superfamily"
COG1012	83865	105449	97546	103058	67813	68872	97251	49971	60200	45085	145846	97125	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
COG1013	10851	12000	15608	11916	9371	9845	17243	10926	11653	7979	24243	12801	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit"
COG1014	8554	9697	11528	9816	8965	8337	16900	11199	10887	7884	22074	8359	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit"
COG1015	2839	3993	3349	3971	2762	2984	3520	4213	3092	2876	7360	4394	Phosphopentomutase
COG1017	1268	565	687	763	760	608	1290	727	188	258	1355	1026	Hemoglobin-like flavoprotein
COG1018	8782	9784	9495	10320	7053	7349	9194	6985	6094	5026	14998	6694	Ferredoxin-NADP reductase
COG1019	107	181	149	192	269	104	2289	394	1294	490	312	84	Phosphopantetheine adenylyltransferase
COG1020	32385	27585	41351	29680	20874	25684	14045	22185	11692	18774	54439	23212	Non-ribosomal peptide synthetase component F
COG1021	2690	2817	3031	3181	1934	2084	4263	1165	1717	2212	4726	2366	Non-ribosomal peptide synthetase component E (peptide arylation enzyme)
COG1022	16758	19224	22010	19550	13105	14771	14523	13703	10607	10319	33087	18523	Long-chain acyl-CoA synthetase (AMP-forming)
COG1023	7512	9804	10543	10259	6178	7498	8115	4910	5284	4691	14193	8889	6-phosphogluconate dehydrogenase (decarboxylating)
COG1024	62562	75253	74435	71416	57133	54154	95525	56152	54247	48019	143962	59210	Enoyl-CoA hydratase/carnithine racemase
COG1025	787	876	556	757	605	747	328	318	245	452	1052	528	"Secreted/periplasmic Zn-dependent peptidases, insulinase-like"
COG1026	1067	1338	1448	1004	1010	1115	582	605	636	622	2043	632	"Zn-dependent peptidase, M16 (insulinase) family"
COG1027	1758	2106	2823	1687	1566	2071	2867	1083	2914	1519	4732	5224	Aspartate ammonia-lyase
COG1028	122988	146424	130435	134487	116132	101596	189336	121984	112358	94079	266902	99334	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
COG1029	562	741	716	710	996	822	1208	1206	1156	1350	1839	952	Formylmethanofuran dehydrogenase subunit B
COG1030	5206	5737	6565	5355	3679	4241	9879	5398	7046	5123	13757	5860	Membrane-bound serine protease (ClpP class)
COG1031	597	560	580	493	438	431	1107	544	456	587	1757	499	Radical SAM superfamily enzyme with C-terminal helix-hairpin-helix motif
COG1032	17661	23030	22951	23562	17888	16900	32295	25922	21979	19534	40950	19054	"Radical SAM superfamily enzyme YgiQ, UPF0313 family"
COG1033	5371	7209	6581	6954	6486	5628	7694	5107	5666	7647	13783	6828	"Predicted exporter protein, RND superfamily"
COG1034	9304	12163	12150	12327	8773	9898	14598	9046	9109	7932	20550	11538	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)
COG1035	427	873	627	909	462	598	1618	551	631	629	1659	753	"Coenzyme F420-reducing hydrogenase, beta subunit"
COG1036	121	122	172	217	126	154	347	254	103	191	283	116	Archaeal flavoprotein
COG1038	7442	9493	8962	9654	7461	7221	6870	6284	4937	6300	13906	9377	Pyruvate carboxylase
COG1039	401	440	332	384	283	353	344	625	572	678	1214	543	Ribonuclease HIII
COG1040	6360	5668	5382	5784	4920	4985	9696	7876	8955	6848	16387	4633	Predicted amidophosphoribosyltransferases
COG1041	1654	1064	1134	1082	1146	1060	8511	2265	5191	2443	4731	672	tRNA G10  N-methylase Trm11
COG1042	12811	14875	16087	14574	10902	11884	22088	11505	10857	9242	26980	13960	Acyl-CoA synthetase (NDP forming)
COG1043	3814	6159	5738	6037	4837	4917	7599	5747	5187	4647	12460	4544	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase
COG1044	7325	9041	8644	10047	6913	7725	11306	8547	7516	7004	17807	6811	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
COG1045	4216	5529	4513	5207	4722	4281	6119	5425	4473	4656	11505	3935	Serine acetyltransferase
COG1047	754	717	644	812	912	667	3676	1065	2405	1235	3147	996	FKBP-type peptidyl-prolyl cis-trans isomerase 2
COG1048	16409	22393	22587	22125	14909	16914	22771	11717	13563	10637	31669	24785	Aconitase A
COG1049	573	746	647	661	569	538	1731	1096	1289	630	979	652	Aconitase B
COG1051	18077	16220	13439	14996	14793	13218	46346	22268	29091	17849	47093	11687	"ADP-ribose pyrophosphatase YjhB, NUDIX family"
COG1052	12448	14502	14355	13860	11505	12262	21749	12281	11789	9689	26531	13101	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase
COG1053	17183	22670	23677	21668	17234	17060	33961	15873	17991	13772	39793	23635	"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit"
COG1054	652	809	761	922	693	1056	294	303	245	340	1403	719	Predicted sulfurtransferase
COG1055	3314	5299	4042	4895	4430	4337	13982	6886	8114	6988	12845	2745	Na+/H+ antiporter NhaD or related arsenite permease
COG1056	447	274	395	386	370	262	2312	452	1313	583	1206	428	Nicotinamide mononucleotide adenylyltransferase
COG1057	4873	5660	5391	5507	4823	4652	8803	6964	5893	4705	11840	4057	Nicotinic acid mononucleotide adenylyltransferase
COG1058	4282	5886	5433	5233	4422	4362	10344	6731	6592	4984	13813	4975	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
COG1059	153	95	72	93	98	91	184	78	271	290	827	200	Thermostable 8-oxoguanine DNA glycosylase
COG1060	11753	16857	17565	16846	10595	12269	15556	12353	11676	10213	30920	17017	"2-iminoacetate synthase ThiH (tyrosine cleavage enzyme, thamine biosynthesis)"
COG1061	9671	5569	5859	6045	4963	5323	14285	6430	10862	6807	16748	5567	Superfamily II DNA or RNA helicase
COG1062	11806	16033	13539	13414	10202	9218	15398	6365	8554	6376	24990	13727	Zn-dependent alcohol dehydrogenase
COG1063	26934	29532	29317	28803	23993	23942	64957	34624	41877	25466	70869	21884	Threonine dehydrogenase or related Zn-dependent dehydrogenase
COG1064	24167	29036	31669	30640	19291	20291	30268	18012	19836	15836	42272	21988	"D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family"
COG1066	6656	7160	6645	6504	5333	6002	11437	4856	6617	4948	15084	8869	Predicted ATP-dependent serine protease
COG1067	1988	2420	2203	2691	2543	1627	3820	2571	2757	2709	4290	632	Predicted ATP-dependent protease
COG1069	3852	4075	3638	4504	3443	3171	6239	3244	2984	1939	5774	2477	Ribulose kinase
COG1070	12377	12017	11320	13067	9165	8968	22773	10122	13633	8788	22323	10298	Sugar (pentulose or hexulose) kinase
COG1071	21272	23794	25216	22513	16814	18404	34609	20622	25307	16391	46757	22763	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha
COG1072	1075	1421	1370	1496	1168	1115	2470	1292	955	825	2186	1656	Panthothenate kinase
COG1073	1411	1381	1253	1267	1096	1120	3122	1384	1976	1118	3119	1120	"Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family"
COG1074	8278	12144	10022	11848	8797	9060	12318	6602	6911	7187	21387	13392	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)
COG1075	2791	2648	2411	2656	2755	2210	3278	2581	2384	2082	7879	2396	"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold"
COG1076	1315	1378	1266	1471	1128	958	1671	1548	746	935	2361	777	DnaJ-domain-containing proteins 1
COG1077	8804	10596	11364	10272	7240	8782	14339	5811	7597	5494	19161	12330	Actin-like ATPase involved in cell morphogenesis
COG1078	1706	1624	1818	1505	1570	1688	4520	1650	3093	1722	4088	1316	HD superfamily phosphohydrolase
COG1079	4321	4929	3983	4267	3606	3436	5529	3165	4179	2518	9975	5165	"ABC-type uncharacterized transport system, permease component"
COG1080	6292	5892	6014	5242	5117	4446	5032	3223	4082	3657	12100	7948	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)
COG1082	24759	24471	22169	25120	23730	20961	43846	35712	36077	24031	52300	18745	Sugar phosphate isomerase/epimerase
COG1083	672	960	637	604	446	727	136	542	382	383	2410	982	CMP-N-acetylneuraminic acid synthetase
COG1084	382	341	186	267	445	234	638	331	202	175	917	178	"GTP-binding protein, GTP1/Obg family"
COG1085	7134	7135	8725	7618	4877	5523	12523	8405	8980	5545	13391	5337	Galactose-1-phosphate uridylyltransferase
COG1086	11287	14998	13858	13259	10023	11655	18944	12630	13296	9178	34560	12552	"NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC"
COG1087	14456	17370	17013	17112	11798	13315	40318	9440	11364	9834	29206	15233	UDP-glucose 4-epimerase
COG1088	12655	16165	15885	14797	10996	11885	49746	8395	10778	8375	28446	16517	"dTDP-D-glucose 4,6-dehydratase"
COG1089	8667	9586	9713	9266	7522	8151	33349	4511	5059	5186	16482	10019	GDP-D-mannose dehydratase
COG1090	4621	5919	5132	5770	4308	4349	9624	4459	4402	2936	10220	4937	NAD dependent epimerase/dehydratase family enzyme
COG1091	5983	8475	7620	7446	5791	5867	14273	7228	8560	5947	16946	6572	dTDP-4-dehydrorhamnose reductase
COG1092	5321	6618	6138	7096	5477	4991	6194	5312	4642	4242	12528	6114	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI
COG1093	231	175	168	265	224	163	2855	470	1221	580	316	172	"Translation initiation factor 2, alpha subunit (eIF-2alpha)"
COG1094	1277	957	961	783	967	773	4741	1332	3101	1418	3787	1415	"rRNA processing protein Krr1/Pno1, contains KH domain"
COG1095	126	110	137	206	179	116	2355	354	1202	537	248	61	"DNA-directed RNA polymerase, subunit E'/Rpb7"
COG1096	948	710	877	849	552	539	4138	1093	2780	1292	1394	694	"Exosome complex RNA-binding protein Csl4, contains S1 and Zn-ribbon domains"
COG1097	113	163	119	211	421	116	2448	425	1174	478	422	84	"Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains"
COG1098	134	71	163	129	98	71	278	239	279	84	473	166	"Predicted RNA-binding protein, contains ribosomal protein S1 (RPS1) domain"
COG1099	720	855	644	511	647	589	350	462	391	339	1777	1110	"Predicted metal-dependent hydrolase, TIM-barrel fold"
COG1100	1859	1585	1198	1240	1663	1131	3720	2484	2046	1234	2500	1054	GTPase SAR1 family domain
COG1101	330	372	481	600	295	434	233	226	556	237	607	520	"ABC-type uncharacterized transport system, ATPase component"
COG1102	1867	2400	2364	2152	1963	1732	7498	3830	4998	3175	5916	1007	Cytidylate kinase
COG1103	330	228	227	242	138	166	460	127	66	59	445	177	Archaeal Cys-tRNA synthase (O-phospho-L-seryl-tRNA:Cys-tRNA synthase)
COG1104	11369	14180	14550	15000	10408	11203	16610	12302	10291	9285	24259	11679	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme
COG1105	2708	3429	2488	2579	2631	2029	4997	2020	2526	1835	6450	3214	Fructose-1-phosphate kinase or kinase (PfkB)
COG1106	1117	763	586	849	610	960	1697	1299	1320	928	1835	185	"ATPase/GTPase, AAA15 family"
COG1107	1401	1382	1289	1168	1063	2443	2642	2833	2006	1286	3729	928	"Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain"
COG1108	3899	4559	4111	3594	3445	3435	7967	3972	4603	3757	12757	4424	"ABC-type Mn2+/Zn2+ transport system, permease component"
COG1109	19546	25412	24337	24477	16612	18760	35868	17264	21799	16676	42781	24050	Phosphomannomutase
COG1110	1481	1293	1407	1474	1114	1155	2606	1901	2292	1938	4098	1019	Reverse gyrase
COG1111	903	757	867	938	831	578	5047	1129	2909	1195	967	389	ERCC4-related helicase
COG1112	4817	3107	3102	3157	2584	2310	5359	3351	3022	2697	6411	2305	Superfamily I DNA and/or RNA helicase
COG1113	7322	7463	8116	9004	4721	5465	7232	4459	3838	3431	10203	5597	L-asparagine transporter and related permeases
COG1114	183	301	219	233	322	353	213	218	156	346	666	102	Branched-chain amino acid permeases
COG1115	372	486	337	474	424	626	135	348	395	493	969	621	Na+/alanine symporter
COG1116	14243	21877	19062	19192	17461	17231	35259	18257	20397	14033	42323	18632	"ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component"
COG1117	7996	10083	9418	9566	7197	7288	12663	6294	8432	5897	15655	9986	"ABC-type phosphate transport system, ATPase component"
COG1118	1606	2782	1825	1903	1596	1692	3482	1892	2199	1943	5365	3814	"ABC-type sulfate/molybdate transport systems, ATPase component"
COG1119	2083	2627	1775	2654	1805	1711	3946	1823	1586	1329	3728	1867	"ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA"
COG1120	4117	4973	4182	4996	3603	3547	4767	3362	3487	3186	9806	4485	"ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component"
COG1121	3419	4492	4213	3906	3422	3404	7787	3337	5198	3448	9977	3996	"ABC-type Mn2+/Zn2+ transport system, ATPase component"
COG1122	2906	2255	2345	1905	2122	1618	8310	4386	5694	3052	5117	2288	Energy-coupling factor transporter ATP-binding protein EcfA2
COG1123	10426	12136	11413	10071	9120	8957	17719	6596	8783	6703	21801	11811	"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain"
COG1124	732	806	609	714	652	627	502	708	551	422	1190	553	"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component"
COG1125	3679	4544	4888	4341	3412	3569	5223	4036	4502	3191	9536	3788	"ABC-type proline/glycine betaine transport system, ATPase component"
COG1126	6326	8156	8035	6763	5922	7250	7119	4781	4817	4624	17058	10133	"ABC-type polar amino acid transport system, ATPase component"
COG1127	8661	12344	11831	13377	8981	9176	10440	9695	7097	7746	20085	9987	"ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF"
COG1129	20093	22947	20109	27652	19587	19758	24521	12116	13948	9745	38096	24406	"ABC-type sugar transport system, ATPase component"
COG1131	72984	79371	75983	76387	58421	58653	121623	53080	74747	50271	135579	71481	"ABC-type multidrug transport system, ATPase component"
COG1132	42763	44791	43448	42753	33084	32576	46945	33936	35656	27174	78672	44146	"ABC-type multidrug transport system, ATPase and permease component"
COG1133	466	326	285	466	364	611	102	202	259	63	782	247	"ABC-type long-chain fatty acid transport system, fused permease and ATPase components"
COG1134	6821	10360	8591	8010	7754	6912	10160	7203	7338	7149	22882	9339	"ABC-type polysaccharide/polyol phosphate transport system, ATPase component"
COG1135	931	1017	1031	926	786	777	1440	765	915	955	2520	681	"ABC-type methionine transport system, ATPase component"
COG1136	39029	43647	46131	44729	31615	34541	49618	35989	34579	29199	81064	44021	"ABC-type lipoprotein export system, ATPase component"
COG1137	4029	6079	5885	6434	4462	4750	5518	4447	3658	3714	8727	4909	"ABC-type lipopolysaccharide export system, ATPase component"
COG1138	7720	11207	11031	11450	7230	8067	8652	7048	7250	6038	16529	9745	Cytochrome c biogenesis factor
COG1139	4771	5312	5235	5169	4345	3856	8976	4431	5264	3639	9332	4629	"L-lactate utilization protein LutB, contains a ferredoxin-type domain"
COG1140	1069	760	1493	913	831	1290	5886	1976	3062	1827	4121	1444	Nitrate reductase beta subunit
COG1141	2472	2853	2171	2421	1827	1943	8668	1497	3252	1686	9280	1695	Ferredoxin
COG1142	749	614	805	614	699	586	634	1291	1127	680	2277	674	Fe-S-cluster-containing hydrogenase component 2
COG1143	10507	11032	11372	10785	9682	8960	22665	14732	13813	11355	26106	10042	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)
COG1144	1208	1407	1921	1375	1530	1275	3087	1300	1499	968	4244	1121	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit"
COG1145	250	189	281	144	223	320	977	858	431	381	1965	113	Ferredoxin
COG1146	2474	2477	2336	2052	2860	1958	8833	4671	4719	3935	7561	2150	"NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit"
COG1148	2118	1886	2196	2112	1375	1742	4410	2652	2586	1893	5626	1515	"Heterodisulfide reductase, subunit A (polyferredoxin)"
COG1149	1700	2000	2458	1900	2515	1822	1709	3334	1514	1349	5465	1464	"MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain"
COG1150	470	219	474	269	209	368	3906	533	1252	754	1663	177	"Heterodisulfide reductase, subunit C"
COG1151	341	536	422	485	588	253	177	316	217	253	789	252	Hydroxylamine reductase (hybrid-cluster protein)
COG1152	809	406	479	427	540	471	2385	558	1028	477	1317	448	CO dehydrogenase/acetyl-CoA synthase alpha subunit
COG1153	117	181	103	56	133	147	226	78	198	193	371	163	Formylmethanofuran dehydrogenase subunit D
COG1154	8161	9929	8791	9980	7192	7430	13546	6141	5874	4668	14639	9431	Deoxyxylulose-5-phosphate synthase
COG1155	1075	974	1105	918	1016	910	4098	1535	2515	1296	2088	596	Archaeal/vacuolar-type H+-ATPase catalytic subunit A/Vma1
COG1156	533	739	857	722	782	637	2878	719	1907	822	1370	339	Archaeal/vacuolar-type H+-ATPase subunit B/Vma2
